,child,session,trial_num,trial_type,stim_type,confidence,iCatcher_on(s),iCatcher_off(s),parentEnded
316,VDFTUD,,2,testB,barrier-around,0.9168441957688028,41.473,1.936,False
317,VDFTUD,,3,fam,barrier-jump,0.9445015967648328,31.378,0.528,False
318,VDFTUD,,4,testA,barrier-jump,0.769492007204108,39.903,1.935,False
319,VDFTUD,,5,fam,pit-bridge,0.7850660151905484,5.949,3.003,False
320,VDFTUD,,6,testA,pit-bridge,0.6384516723535874,2.879,5.008,False
321,VDFTUD,,7,fam,pit,0.8051711647768646,12.116,2.294,False
322,VDFTUD,,8,testB,pit,0.8007778579409196,12.305,7.156,False
323,VDFTUD,,9,fam,barrier-around,0.898798661082983,16.517,3.876,False
324,VDFTUD,,10,testB,barrier-around,0.826937543729256,9.054,4.783,False
325,VDFTUD,,11,fam,barrier-jump,0.8129627436476072,25.061,5.641,False
326,VDFTUD,,12,testA,barrier-jump,0.8149849165459069,19.262,2.531,False
327,MHXUKU,,1,fam,pit,0.9060892634127172,29.826,0.798,False
328,MHXUKU,,2,testB,pit,0.9473645700070872,43.128,1.583,False
329,MHXUKU,,3,fam,pit-bridge,0.9299947970343712,22.113,4.43,False
330,MHXUKU,,4,testA,pit-bridge,0.928652039726064,0.0,5.055,False
331,MHXUKU,,5,fam,barrier-jump,0.9588096728783196,31.768,0.224,False
332,MHXUKU,,6,testA,barrier-jump,0.8315757401156844,5.104,2.003,False
333,MHXUKU,,7,fam,barrier-around,0.8818102278239986,0.0,5.045,False
334,MHXUKU,,8,testB,barrier-around,0.8982025559562369,0.672,5.916,False
335,SYXKGT,,1,fam,pit,0.8818364715358028,30.963,0.0,False
336,SYXKGT,,2,testA,pit,0.8788759567388674,40.106,3.083,False
337,SYXKGT,,3,fam,pit-bridge,0.8502880445639481,27.622,1.166,False
338,SYXKGT,,4,testB,pit-bridge,0.8619828236259351,7.344,2.037,False
339,SYXKGT,,5,fam,barrier-jump,0.8496138363950512,9.244,2.034,False
340,SYXKGT,,6,testB,barrier-jump,0.7912889033275712,7.506,2.035,False
341,SYXKGT,,7,fam,barrier-around,0.859840139964079,27.633,5.879,False
342,SYXKGT,,8,testA,barrier-around,0.8247325407523735,15.219,4.741,False
343,SYXKGT,,9,fam,pit,0.8278769488518055,5.738,2.033,False
344,SYXKGT,,10,testA,pit,0.813755479655159,3.603,2.002,False
345,SYXKGT,,11,fam,pit-bridge,0.7912490640739004,2.801,2.167,False
346,SYXKGT,,12,testB,pit-bridge,0.8175485219695781,2.873,2.101,False
347,McQWFL,,1,fam,pit,0.8617806512181477,30.996,0.0,False
348,McQWFL,,2,testA,pit,0.8571899636912014,43.101,1.796,False
349,McQWFL,,3,fam,pit-bridge,0.9043106884764344,29.795,0.0,False
350,McQWFL,,4,testB,pit-bridge,0.9148462452601144,40.681,2.027,False
351,McQWFL,,5,fam,barrier-jump,0.92646807912341,30.967,1.373,False
352,McQWFL,,6,testB,barrier-jump,0.9515032595220432,17.515,2.011,False
353,McQWFL,,7,fam,barrier-around,0.9360755908457774,37.93,0.0,False
354,McQWFL,,8,testA,barrier-around,0.9071560685010353,45.072,0.0,False
