,child,session,trial_num,trial_type,stim_type,confidence,iCatcher_on(s),iCatcher_off(s),parentEnded
339,24WJWG,,2.0,fam,barrier-around,0.921991463411938,37.657,3.851,False
340,24WJWG,,3.0,fam,barrier-around,0.8957397816638197,26.71,6.885,True
341,24WJWG,,4.0,fam,barrier-around,0.923999038129522,8.03,2.063,False
342,24WJWG,,5.0,fam,barrier-around,0.9489133526717336,30.735,4.69,True
343,24WJWG,,6.0,fam,barrier-around,0.8928425880224724,15.566,5.263,True
344,24WJWG,,7.0,fam,barrier-around,0.8869422843983007,26.152,6.982,True
345,24WJWG,,8.0,fam,barrier-around,0.8825801183348116,9.406,5.263,True
346,24WJWG,,9.0,testA,barrier-around,0.95181803896248,11.552,0.0,True
347,24WJWG,,10.0,testB,barrier-around,0.8946743620729842,22.19,2.593,True
348,24WJWG,,11.0,testB,barrier-around,0.890849389696634,5.549,3.003,True
349,24WJWG,,12.0,testA,barrier-around,0.8646593701892665,5.32,3.136,True
350,NVBEPd,,1.0,fam,barrier-jump,0.960684898787507,45.011,0.0,False
351,NVBEPd,,2.0,fam,barrier-jump,0.906442522143377,43.74,0.674,False
352,NVBEPd,,3.0,fam,barrier-jump,0.896458147186786,41.495,0.942,False
353,NVBEPd,,4.0,fam,barrier-jump,0.8781366485573374,43.443,0.063,False
354,NVBEPd,,5.0,fam,barrier-jump,0.9497690531210784,35.501,7.107,False
355,NVBEPd,,6.0,fam,barrier-jump,0.9148053544503386,13.979,4.684,False
356,NVBEPd,,7.0,fam,barrier-jump,0.9077844901217356,37.877,5.886,False
357,NVBEPd,,8.0,fam,barrier-jump,0.9079839784544472,37.975,4.243,False
358,NVBEPd,,9.0,testB,barrier-jump,0.8673059663072747,16.934,3.263,False
359,NVBEPd,,10.0,testA,barrier-jump,0.8184035204576724,0.0,5.094,False
360,NVBEPd,,11.0,testA,barrier-jump,0.8370274112031266,10.179,2.002,False
361,NVBEPd,,12.0,testB,barrier-jump,0.9307538536163644,5.753,2.08,True
362,NVBEPd,,13.0,testB,barrier-jump,0.911062226242382,2.914,3.174,False
363,NVBEPd,,14.0,testA,barrier-jump,0.8886820627415734,4.569,2.002,False
364,7ATHH7,,1.0,fam,pit-bridge,0.7682884074924117,27.877,0.597,True
365,7ATHH7,,2.0,fam,pit-bridge,0.7159056371193754,27.145,1.197,False
366,7ATHH7,,3.0,fam,pit-bridge-repeat-1,0.7618615502137072,20.356,1.797,True
367,7ATHH7,,4.0,fam,pit-bridge,0.749624877458527,13.308,3.325,True
368,7ATHH7,,5.0,fam,pit-bridge,0.552003914564848,0.532,5.122,True
369,7ATHH7,,6.0,fam,pit-bridge,0.6646816315732154,5.522,2.396,False
370,7ATHH7,,7.0,fam,pit-bridge-repeat-1,0.8527801538406944,22.754,1.066,True
371,7ATHH7,,8.0,fam,pit-bridge,0.6622339217223931,4.525,3.725,True
372,7ATHH7,,9.0,fam,pit-bridge,0.8887493318289666,13.108,0.599,True
373,7ATHH7,,10.0,fam,pit-bridge,0.8281243676648421,9.982,1.863,True
374,7ATHH7,,11.0,testA,pit-bridge,0.7653377799061237,9.859,2.461,True
375,7ATHH7,,12.0,testB,pit-bridge,0.8601424262796571,4.241,2.004,True
376,7ATHH7,,13.0,testB,pit-bridge,0.982812734900928,3.859,2.062,True
377,7ATHH7,,14.0,testA,pit-bridge,0.7958469337743261,14.571,1.996,False
378,7ATHH7,,15.0,testA,pit-bridge-repeat-1,0.7936210135618845,9.306,3.329,True
379,7ATHH7,,16.0,testA,pit-bridge,0.6467427126196927,10.512,2.928,False
380,7ATHH7,,17.0,testA,pit-bridge-repeat-1,0.7993139457017088,7.852,6.855,True
381,7ATHH7,,18.0,testB,pit-bridge,0.8323803252644009,2.198,2.727,True
382,V56UPN,,1.0,fam,pit,0.921365624035524,44.403,0.4,False
383,V56UPN,,2.0,fam,pit,0.9514550974912191,44.719,0.063,False
384,V56UPN,,3.0,fam,pit,0.9082788847127589,43.732,0.988,False
385,V56UPN,,4.0,fam,pit,0.8855129427711169,21.007,2.002,False
386,V56UPN,,5.0,fam,pit,0.8991305988288467,36.5,5.556,False
387,V56UPN,,6.0,fam,pit,0.9041434452592384,15.019,2.383,False
388,V56UPN,,7.0,fam,pit,0.8745526084209859,26.11,3.248,False
389,V56UPN,,8.0,fam,pit,0.902301494426991,38.991,3.069,False
390,V56UPN,,9.0,testA,pit,0.8926450383372423,13.505,2.063,True
391,V56UPN,,10.0,testB,pit,0.8950472618918865,42.032,2.182,False
392,V56UPN,,11.0,testB,pit,0.8202237494853364,37.669,3.677,False
393,V56UPN,,12.0,testA,pit,0.8759580797270725,28.573,3.854,False
