,child_id,video_onset,trial_type,absolute_onset,absolute_offset,trial_type_onset,trial_type_offset,parentEnded,relative_onset,relative_offset,fam_or_test,scene,trial_number
0,HZ53AC,2021-11-06 23:34:18.621,fam-barrier-around,2021-11-06 23:37:46.314,2021-11-06 23:38:31.429,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,False,207693.0,252808.0,fam,barrier-around,5
0,HZ53AC,2021-11-06 23:34:18.621,fam-barrier-around,2021-11-06 23:38:36.305,2021-11-06 23:39:18.870,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,True,257684.00000000003,300249.0,fam,barrier-around,6
0,HZ53AC,2021-11-06 23:34:18.621,fam-barrier-around,2021-11-06 23:39:24.234,2021-11-06 23:39:35.255,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,True,305613.0,316634.0,fam,barrier-around,7
0,HZ53AC,2021-11-06 23:34:18.621,fam-barrier-around,2021-11-06 23:39:40.183,2021-11-06 23:39:54.237,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,True,321562.0,335616.0,fam,barrier-around,8
0,HZ53AC,2021-11-06 23:34:18.621,testA-barrier-around,2021-11-06 23:39:57.677,2021-11-06 23:40:42.868,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,False,339056.0,384247.0,testA,barrier-around,9
0,HZ53AC,2021-11-06 23:34:18.621,testB-barrier-around,2021-11-06 23:40:45.543,2021-11-06 23:41:08.454,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,True,386922.0,409833.0,testB,barrier-around,10
0,SdF62S,2021-11-11 15:35:20.873,fam-pit-bridge,2021-11-11 15:35:25.898,2021-11-11 15:36:10.942,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,False,5025.0,50069.0,fam,pit-bridge,1
0,SdF62S,2021-11-11 15:35:20.873,fam-pit-bridge,2021-11-11 15:36:15.595,2021-11-11 15:37:00.643,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,False,54722.0,99770.0,fam,pit-bridge,2
0,SdF62S,2021-11-11 15:35:20.873,fam-pit-bridge,2021-11-11 15:37:05.344,2021-11-11 15:37:50.389,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,False,104471.0,149516.0,fam,pit-bridge,3
0,SdF62S,2021-11-11 15:35:20.873,fam-pit-bridge,2021-11-11 15:37:55.069,2021-11-11 15:38:40.115,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,False,154196.0,199242.0,fam,pit-bridge,4
0,SdF62S,2021-11-11 15:35:20.873,fam-pit-bridge,2021-11-11 15:38:44.791,2021-11-11 15:39:29.835,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,False,203918.0,248962.0,fam,pit-bridge,5
0,SdF62S,2021-11-11 15:35:20.873,fam-pit-bridge,2021-11-11 15:39:34.432,2021-11-11 15:40:09.165,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,True,253559.0,288292.0,fam,pit-bridge,6
0,SdF62S,2021-11-11 15:35:20.873,fam-pit-bridge,2021-11-11 15:40:13.874,2021-11-11 15:40:31.654,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,True,293001.0,310781.0,fam,pit-bridge,7
0,SdF62S,2021-11-11 15:35:20.873,fam-pit-bridge,2021-11-11 15:40:36.278,2021-11-11 15:41:16.957,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,True,315405.0,356084.0,fam,pit-bridge,8
0,SdF62S,2021-11-11 15:35:20.873,testA-pit-bridge,2021-11-11 15:41:19.360,2021-11-11 15:41:28.002,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,True,358487.0,367129.0,testA,pit-bridge,9
0,SdF62S,2021-11-11 15:35:20.873,testB-pit-bridge,2021-11-11 15:41:30.135,2021-11-11 15:41:39.200,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,True,369262.0,378327.0,testB,pit-bridge,10
0,SdF62S,2021-11-11 15:35:20.873,testB-pit-bridge,2021-11-11 15:41:41.190,2021-11-11 15:41:50.393,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,True,380317.0,389520.0,testB,pit-bridge,11
0,SdF62S,2021-11-11 15:35:20.873,testA-pit-bridge,2021-11-11 15:41:52.388,2021-11-11 15:42:13.258,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,True,391515.0,412385.0,testA,pit-bridge,12
0,SdF62S,2021-11-11 15:35:20.873,testA-pit-bridge,2021-11-11 15:42:34.618,2021-11-11 15:42:39.499,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,False,433745.0,438626.0,testA,pit-bridge,13
0,SdF62S,2021-11-11 15:35:20.873,testA-pit-bridge-repeat-1,2021-11-11 15:42:57.384,2021-11-11 15:43:09.415,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,True,456511.0,468542.0,testA,pit-bridge-repeat-1,14
0,SdF62S,2021-11-11 15:35:20.873,testB-pit-bridge,2021-11-11 15:43:11.422,2021-11-11 15:43:20.510,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,True,470549.0,479637.0,testB,pit-bridge,15
0,QJN4US,2021-11-13 23:57:44.079,fam-pit-bridge,2021-11-13 23:57:49.446,2021-11-13 23:58:34.494,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,False,5367.0,50415.0,fam,pit-bridge,1
0,QJN4US,2021-11-13 23:57:44.079,fam-pit-bridge,2021-11-13 23:58:39.014,2021-11-13 23:59:24.056,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,False,54935.0,99977.0,fam,pit-bridge,2
0,QJN4US,2021-11-13 23:57:44.079,fam-pit-bridge,2021-11-13 23:59:28.710,2021-11-14 00:00:13.752,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,False,104631.0,149673.0,fam,pit-bridge,3
0,QJN4US,2021-11-13 23:57:44.079,fam-pit-bridge,2021-11-14 00:00:18.274,2021-11-14 00:00:49.380,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,True,154195.0,185301.0,fam,pit-bridge,4
0,QJN4US,2021-11-13 23:57:44.079,fam-pit-bridge,2021-11-14 00:00:54.063,2021-11-14 00:01:39.107,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,False,189984.0,235028.0,fam,pit-bridge,5
0,QJN4US,2021-11-13 23:57:44.079,fam-pit-bridge,2021-11-14 00:01:43.613,2021-11-14 00:02:28.654,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,False,239534.0,284575.0,fam,pit-bridge,6
0,QJN4US,2021-11-13 23:57:44.079,fam-pit-bridge,2021-11-14 00:02:33.334,2021-11-14 00:03:01.996,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,True,289255.0,317917.0,fam,pit-bridge,7
0,QJN4US,2021-11-13 23:57:44.079,fam-pit-bridge,2021-11-14 00:03:06.839,2021-11-14 00:03:51.882,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,False,322760.0,367803.0,fam,pit-bridge,8
0,QJN4US,2021-11-13 23:57:44.079,testA-pit-bridge,2021-11-14 00:03:54.779,2021-11-14 00:04:39.823,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,False,370700.0,415744.0,testA,pit-bridge,9
0,QJN4US,2021-11-13 23:57:44.079,testB-pit-bridge,2021-11-14 00:04:42.046,2021-11-14 00:05:27.090,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,False,417967.0,463011.0,testB,pit-bridge,10
0,QJN4US,2021-11-13 23:57:44.079,testB-pit-bridge,2021-11-14 00:05:29.107,2021-11-14 00:05:41.684,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,True,465028.0,477605.0,testB,pit-bridge,11
0,QJN4US,2021-11-13 23:57:44.079,testA-pit-bridge,2021-11-14 00:05:43.778,2021-11-14 00:06:28.829,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,False,479699.0,524750.0,testA,pit-bridge,12
0,7ATHH7,2021-11-15 13:07:11.033,fam-pit-bridge,2021-11-15 13:07:16.831,2021-11-15 13:07:45.706,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,True,5798.0,34673.0,fam,pit-bridge,1
0,7ATHH7,2021-11-15 13:07:11.033,fam-pit-bridge,2021-11-15 13:07:50.779,2021-11-15 13:08:20.362,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,False,39746.0,69329.0,fam,pit-bridge,2
0,7ATHH7,2021-11-15 13:07:11.033,fam-pit-bridge-repeat-1,2021-11-15 13:08:47.724,2021-11-15 13:09:13.160,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,True,96691.0,122127.0,fam,pit-bridge-repeat-1,3
0,7ATHH7,2021-11-15 13:07:11.033,fam-pit-bridge,2021-11-15 13:09:18.564,2021-11-15 13:09:45.217,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,True,127531.0,154184.0,fam,pit-bridge,4
0,7ATHH7,2021-11-15 13:07:11.033,fam-pit-bridge,2021-11-15 13:09:50.427,2021-11-15 13:10:30.732,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,True,159394.0,199699.0,fam,pit-bridge,5
0,7ATHH7,2021-11-15 13:07:11.033,fam-pit-bridge,2021-11-15 13:10:36.046,2021-11-15 13:11:14.471,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,False,205013.0,243438.0,fam,pit-bridge,6
0,7ATHH7,2021-11-15 13:07:11.033,fam-pit-bridge-repeat-1,2021-11-15 13:12:08.896,2021-11-15 13:12:33.435,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,True,297863.0,322402.0,fam,pit-bridge-repeat-1,7
0,7ATHH7,2021-11-15 13:07:11.033,fam-pit-bridge,2021-11-15 13:12:38.733,2021-11-15 13:13:09.140,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,True,327700.0,358107.0,fam,pit-bridge,8
0,7ATHH7,2021-11-15 13:07:11.033,fam-pit-bridge,2021-11-15 13:13:14.472,2021-11-15 13:13:28.667,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,True,363439.0,377634.0,fam,pit-bridge,9
0,7ATHH7,2021-11-15 13:07:11.033,fam-pit-bridge,2021-11-15 13:13:33.876,2021-11-15 13:13:48.296,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,True,382843.0,397263.0,fam,pit-bridge,10
0,7ATHH7,2021-11-15 13:07:11.033,testA-pit-bridge,2021-11-15 13:13:51.186,2021-11-15 13:14:05.728,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,True,400153.0,414695.0,testA,pit-bridge,11
0,7ATHH7,2021-11-15 13:07:11.033,testB-pit-bridge,2021-11-15 13:14:08.294,2021-11-15 13:14:31.996,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,True,417261.0,440963.0,testB,pit-bridge,12
0,7ATHH7,2021-11-15 13:07:11.033,testB-pit-bridge,2021-11-15 13:14:34.269,2021-11-15 13:14:42.769,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,True,443236.0,451736.0,testB,pit-bridge,13
0,7ATHH7,2021-11-15 13:07:11.033,testA-pit-bridge,2021-11-15 13:14:45.084,2021-11-15 13:15:03.026,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,False,454051.0,471993.0,testA,pit-bridge,14
0,7ATHH7,2021-11-15 13:07:11.033,testA-pit-bridge-repeat-1,2021-11-15 13:16:07.890,2021-11-15 13:16:22.035,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,True,536857.0,551002.0,testA,pit-bridge-repeat-1,15
0,7ATHH7,2021-11-15 13:07:11.033,testA-pit-bridge,2021-11-15 13:16:38.676,2021-11-15 13:16:53.888,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,False,567643.0,582855.0,testA,pit-bridge,16
0,7ATHH7,2021-11-15 13:07:11.033,testA-pit-bridge-repeat-1,2021-11-15 13:16:58.216,2021-11-15 13:17:27.789,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,True,587183.0,616756.0,testA,pit-bridge-repeat-1,17
0,7ATHH7,2021-11-15 13:07:11.033,testB-pit-bridge,2021-11-15 13:17:30.162,2021-11-15 13:17:35.644,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,True,619129.0,624611.0,testB,pit-bridge,18
0,74cEPQ,2021-11-15 19:58:30.595,fam-pit-bridge,2021-11-15 19:58:36.014,2021-11-15 19:59:21.075,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,False,5419.0,50480.0,fam,pit-bridge,1
0,74cEPQ,2021-11-15 19:58:30.595,fam-pit-bridge,2021-11-15 19:59:25.731,2021-11-15 20:00:10.777,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,False,55136.0,100182.0,fam,pit-bridge,2
0,74cEPQ,2021-11-15 19:58:30.595,fam-pit-bridge,2021-11-15 20:00:15.610,2021-11-15 20:01:00.665,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,False,105015.0,150070.0,fam,pit-bridge,3
0,74cEPQ,2021-11-15 19:58:30.595,fam-pit-bridge,2021-11-15 20:01:05.641,2021-11-15 20:01:50.710,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,False,155046.0,200115.0,fam,pit-bridge,4
0,74cEPQ,2021-11-15 19:58:30.595,fam-pit-bridge,2021-11-15 20:02:02.525,2021-11-15 20:02:18.955,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,True,211930.0,228360.0,fam,pit-bridge,5
0,74cEPQ,2021-11-15 19:58:30.595,fam-pit-bridge,2021-11-15 20:02:23.477,2021-11-15 20:03:08.527,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,False,232882.0,277932.0,fam,pit-bridge,6
0,74cEPQ,2021-11-15 19:58:30.595,fam-pit-bridge,2021-11-15 20:03:13.290,2021-11-15 20:03:37.059,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,True,282695.0,306464.0,fam,pit-bridge,7
0,74cEPQ,2021-11-15 19:58:30.595,fam-pit-bridge,2021-11-15 20:03:41.690,2021-11-15 20:03:47.931,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,True,311095.0,317336.0,fam,pit-bridge,8
0,74cEPQ,2021-11-15 19:58:30.595,testA-pit-bridge,2021-11-15 20:03:51.409,2021-11-15 20:04:18.567,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,True,320814.0,347972.0,testA,pit-bridge,9
0,74cEPQ,2021-11-15 19:58:30.595,testB-pit-bridge,2021-11-15 20:04:21.465,2021-11-15 20:04:29.333,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,True,350870.0,358738.0,testB,pit-bridge,10
0,74cEPQ,2021-11-15 19:58:30.595,testB-pit-bridge,2021-11-15 20:04:31.388,2021-11-15 20:04:46.944,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,True,360793.0,376349.0,testB,pit-bridge,11
0,74cEPQ,2021-11-15 19:58:30.595,testA-pit-bridge,2021-11-15 20:04:48.937,2021-11-15 20:04:56.020,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,True,378342.0,385425.0,testA,pit-bridge,12
0,74cEPQ,2021-11-15 19:58:30.595,testA-pit-bridge,2021-11-15 20:05:08.348,2021-11-15 20:05:22.892,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,True,397753.0,412297.0,testA,pit-bridge,13
0,74cEPQ,2021-11-15 19:58:30.595,testB-pit-bridge,2021-11-15 20:05:25.070,2021-11-15 20:05:34.114,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,True,414475.0,423519.0,testB,pit-bridge,14
0,6QVVRP,2021-11-18 15:28:03.496,fam-pit-bridge,2021-11-18 15:28:09.238,2021-11-18 15:28:54.481,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,False,5742.0,50985.0,fam,pit-bridge,1
0,6QVVRP,2021-11-18 15:28:03.496,fam-pit-bridge,2021-11-18 15:28:59.808,2021-11-18 15:29:45.001,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,False,56312.0,101505.0,fam,pit-bridge,2
0,6QVVRP,2021-11-18 15:28:03.496,fam-pit-bridge,2021-11-18 15:29:50.086,2021-11-18 15:30:35.203,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,False,106590.0,151707.0,fam,pit-bridge,3
0,6QVVRP,2021-11-18 15:28:03.496,fam-pit-bridge,2021-11-18 15:30:40.243,2021-11-18 15:31:25.541,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,False,156747.0,202045.0,fam,pit-bridge,4
0,6QVVRP,2021-11-18 15:28:03.496,fam-pit-bridge,2021-11-18 15:31:30.794,2021-11-18 15:32:16.013,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,False,207298.0,252517.0,fam,pit-bridge,5
0,6QVVRP,2021-11-18 15:28:03.496,fam-pit-bridge,2021-11-18 15:32:21.071,2021-11-18 15:33:06.146,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,False,257575.0,302650.0,fam,pit-bridge,6
0,6QVVRP,2021-11-18 15:28:03.496,fam-pit-bridge,2021-11-18 15:33:11.476,2021-11-18 15:33:56.695,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,False,307980.0,353199.0,fam,pit-bridge,7
0,6QVVRP,2021-11-18 15:28:03.496,fam-pit-bridge,2021-11-18 15:34:01.656,2021-11-18 15:34:24.147,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,True,358160.0,380651.0,fam,pit-bridge,8
0,6QVVRP,2021-11-18 15:28:03.496,testA-pit-bridge,2021-11-18 15:34:27.204,2021-11-18 15:35:06.245,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,True,383708.0,422749.0,testA,pit-bridge,9
0,6QVVRP,2021-11-18 15:28:03.496,testB-pit-bridge,2021-11-18 15:35:08.768,2021-11-18 15:35:28.245,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,True,425272.0,444749.0,testB,pit-bridge,10
0,6QVVRP,2021-11-18 15:28:03.496,testB-pit-bridge,2021-11-18 15:35:30.515,2021-11-18 15:35:43.160,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,True,447019.0,459664.0,testB,pit-bridge,11
0,6QVVRP,2021-11-18 15:28:03.496,testA-pit-bridge,2021-11-18 15:35:45.359,2021-11-18 15:35:58.012,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,True,461863.0,474516.0,testA,pit-bridge,12
0,QUT5S4,2021-12-17 13:55:04.171,fam-pit-bridge,2021-12-17 13:55:09.409,2021-12-17 13:55:54.462,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,False,5238.0,50291.0,fam,pit-bridge,1
0,QUT5S4,2021-12-17 13:55:04.171,fam-pit-bridge,2021-12-17 13:55:59.066,2021-12-17 13:56:44.106,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,False,54895.0,99935.0,fam,pit-bridge,2
0,QUT5S4,2021-12-17 13:55:04.171,fam-pit-bridge,2021-12-17 13:56:48.867,2021-12-17 13:57:33.909,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,False,104696.0,149738.0,fam,pit-bridge,3
0,QUT5S4,2021-12-17 13:55:04.171,fam-pit-bridge,2021-12-17 13:57:38.487,2021-12-17 13:58:08.919,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,True,154316.0,184748.0,fam,pit-bridge,4
0,QUT5S4,2021-12-17 13:55:04.171,fam-pit-bridge,2021-12-17 13:58:13.665,2021-12-17 13:58:58.704,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,False,189494.0,234533.0,fam,pit-bridge,5
0,QUT5S4,2021-12-17 13:55:04.171,fam-pit-bridge,2021-12-17 13:59:03.264,2021-12-17 13:59:15.446,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,True,239093.0,251275.0,fam,pit-bridge,6
0,QUT5S4,2021-12-17 13:55:04.171,fam-pit-bridge,2021-12-17 13:59:20.200,2021-12-17 13:59:47.778,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,True,256029.0,283607.0,fam,pit-bridge,7
0,QUT5S4,2021-12-17 13:55:04.171,fam-pit-bridge,2021-12-17 13:59:52.357,2021-12-17 14:00:12.212,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,True,288186.0,308041.0,fam,pit-bridge,8
0,5D5L6R,2021-12-17 22:38:44.749,fam-pit-bridge,2021-12-17 22:38:49.808,2021-12-17 22:39:14.660,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,True,5059.0,29911.0,fam,pit-bridge,1
0,5D5L6R,2021-12-17 22:38:44.749,fam-pit-bridge,2021-12-17 22:39:19.194,2021-12-17 22:39:34.791,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,True,34445.0,50042.0,fam,pit-bridge,2
0,5D5L6R,2021-12-17 22:38:44.749,fam-pit-bridge,2021-12-17 22:39:39.392,2021-12-17 22:40:02.835,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,True,54643.0,78086.0,fam,pit-bridge,3
0,5D5L6R,2021-12-17 22:38:44.749,fam-pit-bridge,2021-12-17 22:40:07.570,2021-12-17 22:40:52.554,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,True,82821.0,127805.0,fam,pit-bridge,4
0,5D5L6R,2021-12-17 22:38:44.749,fam-pit-bridge,2021-12-17 22:40:57.133,2021-12-17 22:41:34.500,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,True,132384.0,169751.0,fam,pit-bridge,5
0,5D5L6R,2021-12-17 22:38:44.749,fam-pit-bridge,2021-12-17 22:41:39.073,2021-12-17 22:42:06.806,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,True,174324.0,202057.0,fam,pit-bridge,6
0,5D5L6R,2021-12-17 22:38:44.749,fam-pit-bridge,2021-12-17 22:42:11.548,2021-12-17 22:42:21.862,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,True,206799.0,217113.0,fam,pit-bridge,7
0,5D5L6R,2021-12-17 22:38:44.749,fam-pit-bridge,2021-12-17 22:42:26.446,2021-12-17 22:43:11.493,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,False,221697.0,266744.0,fam,pit-bridge,8
0,5D5L6R,2021-12-17 22:38:44.749,testB-pit-bridge,2021-12-17 22:43:14.009,2021-12-17 22:43:19.480,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,True,269260.0,274731.0,testB,pit-bridge,9
0,5D5L6R,2021-12-17 22:38:44.749,testA-pit-bridge,2021-12-17 22:43:21.748,2021-12-17 22:43:32.645,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,True,276999.0,287896.0,testA,pit-bridge,10
0,M7QEcG,2021-12-22 21:29:32.542,fam-pit-bridge,2021-12-22 21:29:39.016,2021-12-22 21:30:24.229,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,False,6474.0,51687.0,fam,pit-bridge,1
0,M7QEcG,2021-12-22 21:29:32.542,fam-pit-bridge,2021-12-22 21:30:29.722,2021-12-22 21:31:15.047,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,False,57180.0,102505.0,fam,pit-bridge,2
0,M7QEcG,2021-12-22 21:29:32.542,fam-pit-bridge,2021-12-22 21:31:20.564,2021-12-22 21:32:05.782,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,False,108022.0,153240.0,fam,pit-bridge,3
0,M7QEcG,2021-12-22 21:29:32.542,fam-pit-bridge,2021-12-22 21:32:11.207,2021-12-22 21:32:30.566,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,True,158665.0,178024.0,fam,pit-bridge,4
0,M7QEcG,2021-12-22 21:29:32.542,fam-pit-bridge,2021-12-22 21:32:36.139,2021-12-22 21:32:56.045,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,True,183597.0,203503.0,fam,pit-bridge,5
0,M7QEcG,2021-12-22 21:29:32.542,fam-pit-bridge,2021-12-22 21:33:01.510,2021-12-22 21:33:21.230,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,True,208968.0,228688.0,fam,pit-bridge,6
0,M7QEcG,2021-12-22 21:29:32.542,fam-pit-bridge,2021-12-22 21:33:26.847,2021-12-22 21:33:44.635,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,True,234305.0,252093.0,fam,pit-bridge,7
0,M7QEcG,2021-12-22 21:29:32.542,testA-pit-bridge,2021-12-22 21:33:47.690,2021-12-22 21:34:08.014,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,True,255148.0,275472.0,testA,pit-bridge,8
0,M7QEcG,2021-12-22 21:29:32.542,testB-pit-bridge,2021-12-22 21:34:10.945,2021-12-22 21:34:23.566,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,True,278403.0,291024.0,testB,pit-bridge,9
0,cSLBDS,2021-12-29 14:46:12.474,fam-pit-bridge,2021-12-29 14:46:18.063,2021-12-29 14:47:03.199,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,False,5589.0,50725.0,fam,pit-bridge,1
0,cSLBDS,2021-12-29 14:46:12.474,fam-pit-bridge,2021-12-29 14:47:07.967,2021-12-29 14:47:17.886,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,True,55493.0,65412.00000000001,fam,pit-bridge,2
0,UEDYEV,2022-02-05 14:14:24.543,fam-barrier-jump,2022-02-05 14:14:31.188,2022-02-05 14:15:16.370,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,False,6645.0,51827.0,fam,barrier-jump,1
0,UEDYEV,2022-02-05 14:14:24.543,fam-barrier-jump,2022-02-05 14:15:22.532,2022-02-05 14:16:07.693,exp-lookit-video-infant-control:videoStarted,exp-lookit-video-infant-control:videoPaused,False,57989.0,103150.0,fam,barrier-jump,2
